sec,nsec,orientationQuatX,orientationQuatY,orientationQuatZ,orientationQuatW,angularVelX,angularVelY,angularVelZ,linearAccelerationX,linearAccelerationY,linearAccelerationZ
1717248823,512342000,0.0012187437688282196,0.005090718870876291,-0.7081365871846008,0.7060560693992721,0.00012352522753644735,-5.8115860156249255e-05,0.0003104672359768301,0.1687328815460205,0.1004895567893982,-19.565454483032227
1717248823,548343000,0.0012144708654091723,0.005087829882480032,-0.7081391751431855,0.7060535019919758,-3.593908331822604e-05,-0.0002563740417826921,-0.0003704076516442001,0.1740598827600479,0.1071070060133934,-19.55302619934082
1717248823,584344000,0.0012173991064922914,0.005093541187853734,-0.7081362722842259,0.7060563671924388,-0.0001067583289113827,0.00047657638788223267,0.0001939402864081785,0.17508627474308014,0.09774542599916458,-19.560434341430664
1717248823,620344000,0.0012178016420084817,0.0050884820591587405,-0.708138833735926,0.7060538339706235,0.00020290941756684333,-0.00012781609257217497,-0.000267594528850168,0.16870330274105072,0.10395025461912155,-19.561800003051758
1717248823,656345000,0.0012162209610532028,0.005080178793091577,-0.70814154474261,0.7060511774648875,0.00029971194453537464,-0.00042679894249886274,-0.00023242125462274998,0.17297139763832092,0.10421174764633179,-19.554731369018555
1717248823,692346000,0.0012126662236949062,0.005081642465058959,-0.7081441013521467,0.7060486088582342,-0.00013957680494058877,3.5200031561544165e-05,-0.00019899160542991012,0.16762930154800415,0.0976184830069542,-19.56635856628418
1717248823,728346000,0.0012142549187026278,0.005077738968447145,-0.7081391214576715,0.7060536288506121,0.00019536995387170464,-1.818835698941257e-05,0.0002404471015324816,0.1740330457687378,0.10383720695972443,-19.555767059326172
1717248823,764346000,0.0012159930805118431,0.005074355211791211,-0.708140660741065,0.7060521063527966,0.0002013022603932768,-9.7775919130072e-05,-0.00024546627537347376,0.1772187054157257,0.0991392582654953,-19.557950973510742
1717248823,800347000,0.0012171373871574993,0.005077695337445034,-0.7081442138251304,0.706048516755491,-0.00016402879555244,0.0002580548753030598,-0.0002062810235656798,0.16763435304164886,0.10264702141284943,-19.564409255981445
1717248823,836348000,0.0012125036678101732,0.00508279960169319,-0.7081448505327064,0.7060478494033358,-0.0003117626765742898,0.00010440032201586291,-0.00019221508409827948,0.171901136636734,0.10060467571020126,-19.557695388793945
1717248823,872348000,0.001306944805964965,0.005078959023951415,-0.7081496743394009,0.7060428703722653,0.0003333924396429211,0.00011997643014183268,-0.0004692785441875458,0.17083878815174103,0.09787935018539429,-19.556562423706055
1717248823,908349000,0.0013033035819765447,0.005081397184974738,-0.7081483522942305,0.7060441855474688,-0.0002614085387904197,-4.320730658946559e-05,0.00017252148245461285,0.16763921082019806,0.09809773415327072,-19.56113624572754
1717248823,944349000,0.001310750095936855,0.005087938647991947,-0.7081470847290738,0.7060453959939219,4.006238668807782e-05,0.0007189621683210135,5.817727651447058e-05,0.17721958458423615,0.10038308054208755,-19.55766487121582
1717248823,980350000,0.0013085918320459927,0.005097642863819244,-0.7081466360899019,0.7060457799740795,-0.00044131712638773024,0.00021648700931109488,-0.00011764077498810366,0.16125324368476868,0.10255973041057587,-19.563844680786133
1717248824,16350000,0.0012977274467807953,0.005097133478298528,-0.7081454615840664,0.7060469817028241,-0.0004045905952807516,-0.00031816656701266766,0.00010731517249951139,0.1740238219499588,0.09729582071304321,-19.559701919555664
1717248824,52351000,0.0012946897697635117,0.005095281307172143,-0.7081430341536814,0.7060494352851072,-5.312300709192641e-05,-0.00012750404130201787,4.110392910661176e-05,0.1687156707048416,0.1063745990395546,-19.555564880371094
1717248824,88350000,0.0012936570218610875,0.005103774302263256,-0.7081501690960298,0.706042219664409,-0.0002975502866320312,0.00025445790379308164,-0.0005891597247682512,0.18147900700569153,0.10013487935066223,-19.55515480041504
1717248824,124351000,0.001286960503047428,0.005110029057305276,-0.7081486510942877,0.7060437091916036,-0.0006137327291071415,3.877848575939424e-05,5.636465721181594e-05,0.1665773242712021,0.09721334278583527,-19.560035705566406
